0.0 -2.29241692826 -2.24569743005 -1.9658552018 -1.9658552018 -1.9658552018 -1.9658552018 -0.261164904636 -0.154708227638 -0.0972940407154 0.0625500544839 0.64503338198 1.04809652299 1.04809652299 1.04809652299 1.04809652299 1.40564734817 1.80371072397 1.83188221464 -2.2675 -2.2052 -2.1073 -2.0544 -1.9748 -1.9674 -0.2609 -0.151 -0.1104 0.0637 0.6491 0.9541 1.0895 1.1571 1.1622 1.413 1.764 1.7895
0.0122 -2.29667318785 -2.24632408241 -1.98715203718 -1.97418384501 -1.95819089513 -1.94463093811 -0.261022067289 -0.154708445451 -0.0972815821311 0.0625499274269 0.644511290789 1.03068444398 1.04330260595 1.05640120485 1.06646865304 1.40688676261 1.80348195645 1.83269299157 -2.2722 -2.2078 -2.111 -2.0518 -1.9734 -1.9655 -0.2608 -0.1511 -0.11 0.0637 0.6484 0.9543 1.0868 1.1573 1.1685 1.4138 1.7644 1.7899
0.0244 -2.30827008457 -2.24907220988 -2.00862574749 -1.98437627307 -1.94999357867 -1.92349656478 -0.260602803371 -0.154709090749 -0.097245670333 0.0625495544453 0.64296224279 1.01418690724 1.041920841 1.06816475132 1.08585574818 1.41056102022 1.80287111604 1.83503929417 -2.2851 -2.2165 -2.1188 -2.0484 -1.9686 -1.9596 -0.2605 -0.1511 -0.1088 0.0636 0.6464 0.9548 1.0805 1.1618 1.1819 1.4161 1.7658 1.7911
0.0366 -2.32540167156 -2.25536533789 -2.03088295738 -1.99749835821 -1.94030174655 -1.9021886993 -0.259919170957 -0.154710162541 -0.0971893068854 0.0625489462205 0.640384053738 0.998294735809 1.04374368492 1.08352163113 1.10669458641 1.41667227956 1.80202744843 1.83880286067 -2.304 -2.2322 -2.1276 -2.0502 -1.96 -1.9485 -0.26 -0.1511 -0.1069 0.0634 0.6431 0.9555 1.0732 1.171 1.1994 1.42 1.768 1.7932
0.0488 -2.34650644796 -2.26583460334 -2.05420824342 -2.01403454555 -1.92880509007 -1.88089088537 -0.258999889208 -0.154711643878 -0.097118101915 0.0625481284135 0.636816335367 0.983026695457 1.04848785112 1.10239279008 1.1290934384 1.42513915007 1.80110659588 1.84383777087 -2.3268 -2.2536 -2.1379 -2.0588 -1.9486 -1.9319 -0.2593 -0.151 -0.1042 0.0631 0.6385 0.9556 1.0674 1.1839 1.2199 1.4255 1.7711 1.7962
0.061 -2.3704499344 -2.28030020925 -2.07884979921 -2.03407353831 -1.91564284228 -1.85981890436 -0.257886867612 -0.154713502961 -0.0970396103527 0.0625471387381 0.632343644502 0.968409687942 1.05569741981 1.12461829096 1.15312046776 1.43580504575 1.8002206335 1.85001927982 -2.3524 -2.279 -2.151 -2.0731 -1.935 -1.9118 -0.2586 -0.1509 -0.101 0.0627 0.6326 0.9545 1.0647 1.1999 1.243 1.4326 1.7752 1.8002
0.0732 -2.39687512357 -2.29848774473 -2.10542890743 -2.05787720718 -1.90094574796 -1.83881843886 -0.256606204592 -0.154715738272 -0.0969610146825 0.0625460012216 0.626989636209 0.954226840279 1.06498163532 1.1504548473 1.17925317442 1.448700392 1.79942169634 1.85738758626 -2.3801 -2.3072 -2.1678 -2.0923 -1.9193 -1.89 -0.2577 -0.1507 -0.0973 0.0622 0.6256 0.9515 1.066 1.2185 1.2683 1.4414 1.7801 1.8053
0.0854 -2.42519814367 -2.31975881232 -2.13401763593 -2.0852395951 -1.88516585589 -1.81811513112 -0.255206064254 -0.154718311758 -0.0968914571021 0.0625447597353 0.620876767087 0.940541197437 1.07579727293 1.17976140039 1.20748360026 1.46366271697 1.79874953283 1.86590839093 -2.4094 -2.3372 -2.1882 -2.1155 -1.9022 -1.8673 -0.2569 -0.1505 -0.0931 0.0617 0.6175 0.9463 1.0717 1.2391 1.2957 1.4521 1.7859 1.8117
0.0976 -2.45491430722 -2.3434267351 -2.16452678417 -2.11580294854 -1.86877771631 -1.79792006464 -0.253737278128 -0.154721173948 -0.0968397867476 0.0625434603096 0.614160094152 0.927414520166 1.08758775126 1.2122899544 1.23767477713 1.48047987942 1.79822573598 1.87553879917 -2.44 -2.3686 -2.2122 -2.1422 -1.8841 -1.8445 -0.256 -0.1501 -0.0887 0.0611 0.6086 0.9392 1.0812 1.2612 1.3252 1.4649 1.7926 1.8194
0.1098 -2.48614320639 -2.36932225262 -2.19732494257 -2.14973368949 -1.85191225854 -1.77807085348 -0.25222149695 -0.154724325312 -0.0968133078245 0.0625421224495 0.606878776143 0.914680639058 1.10007585953 1.2483500476 1.27015119492 1.49925486036 1.79785737757 1.8864209879 -2.4716 -2.401 -2.2395 -2.1722 -1.8654 -1.8219 -0.2551 -0.1497 -0.0842 0.0604 0.599 0.9307 1.0938 1.2844 1.3567 1.4799 1.8002 1.8288
